[2023-03-23 16:45:58,456][__main__][INFO] - PYTHONPATH: /home/subhrangsu/contssl/continuous_ssl_problem
[2023-03-23 16:47:52,021][new_worker_lincls][INFO] - LOSS 3.0595579147338867
[2023-03-23 16:47:52,021][new_worker_lincls][INFO] - LOSS ITEM 3.0595579147338867
[2023-03-23 16:47:52,048][new_worker_lincls][INFO] - LOSS 3.068955898284912
[2023-03-23 16:47:52,048][new_worker_lincls][INFO] - LOSS ITEM 3.068955898284912
[2023-03-23 16:47:52,075][new_worker_lincls][INFO] - LOSS 3.0760531425476074
[2023-03-23 16:47:52,075][new_worker_lincls][INFO] - LOSS ITEM 3.0760531425476074
[2023-03-23 16:47:52,102][new_worker_lincls][INFO] - LOSS 3.0425124168395996
[2023-03-23 16:47:52,102][new_worker_lincls][INFO] - LOSS ITEM 3.0425124168395996
[2023-03-23 16:47:52,129][new_worker_lincls][INFO] - LOSS 3.0525293350219727
[2023-03-23 16:47:52,129][new_worker_lincls][INFO] - LOSS ITEM 3.0525293350219727
[2023-03-23 16:47:52,161][new_worker_lincls][INFO] - LOSS 3.0613434314727783
[2023-03-23 16:47:52,161][new_worker_lincls][INFO] - LOSS ITEM 3.0613434314727783
[2023-03-23 16:47:52,188][new_worker_lincls][INFO] - LOSS 3.032067060470581
[2023-03-23 16:47:52,189][new_worker_lincls][INFO] - LOSS ITEM 3.032067060470581
[2023-03-23 16:47:52,191][new_worker_lincls][INFO] - Epoch: [0][ 70/500]	Time  0.028 ( 0.073)	Data  0.001 ( 0.042)	Loss 3.0321e+00 (3.4479e+00)	Acc@1  14.00 (  6.66)	Acc@5  40.00 ( 29.70)
[2023-03-23 16:47:52,217][new_worker_lincls][INFO] - LOSS 3.0374441146850586
[2023-03-23 16:47:52,217][new_worker_lincls][INFO] - LOSS ITEM 3.0374441146850586
[2023-03-23 16:47:52,244][new_worker_lincls][INFO] - LOSS 3.017991542816162
[2023-03-23 16:47:52,244][new_worker_lincls][INFO] - LOSS ITEM 3.017991542816162
[2023-03-23 16:47:52,272][new_worker_lincls][INFO] - LOSS 3.0426931381225586
[2023-03-23 16:47:52,272][new_worker_lincls][INFO] - LOSS ITEM 3.0426931381225586
[2023-03-23 16:47:52,303][new_worker_lincls][INFO] - LOSS 3.00140380859375
[2023-03-23 16:47:52,303][new_worker_lincls][INFO] - LOSS ITEM 3.00140380859375
[2023-03-23 16:47:52,339][new_worker_lincls][INFO] - LOSS 3.0582947731018066
[2023-03-23 16:47:52,345][new_worker_lincls][INFO] - LOSS ITEM 3.0582947731018066
[2023-03-23 16:47:52,372][new_worker_lincls][INFO] - LOSS 3.023710012435913
[2023-03-23 16:47:52,372][new_worker_lincls][INFO] - LOSS ITEM 3.023710012435913
[2023-03-23 16:47:52,399][new_worker_lincls][INFO] - LOSS 2.978741407394409
[2023-03-23 16:47:52,400][new_worker_lincls][INFO] - LOSS ITEM 2.978741407394409
[2023-03-23 16:47:52,427][new_worker_lincls][INFO] - LOSS 2.998122453689575
[2023-03-23 16:47:52,428][new_worker_lincls][INFO] - LOSS ITEM 2.998122453689575
[2023-03-23 16:47:52,455][new_worker_lincls][INFO] - LOSS 2.988633155822754
[2023-03-23 16:47:52,455][new_worker_lincls][INFO] - LOSS ITEM 2.988633155822754
[2023-03-23 16:47:52,483][new_worker_lincls][INFO] - LOSS 3.0085692405700684
[2023-03-23 16:47:52,483][new_worker_lincls][INFO] - LOSS ITEM 3.0085692405700684
[2023-03-23 16:47:52,485][new_worker_lincls][INFO] - Epoch: [0][ 80/500]	Time  0.027 ( 0.068)	Data  0.001 ( 0.037)	Loss 3.0086e+00 (3.3945e+00)	Acc@1  12.00 (  7.09)	Acc@5  42.00 ( 31.21)
[2023-03-23 16:47:52,511][new_worker_lincls][INFO] - LOSS 3.049790143966675
[2023-03-23 16:47:52,511][new_worker_lincls][INFO] - LOSS ITEM 3.049790143966675
[2023-03-23 16:47:52,538][new_worker_lincls][INFO] - LOSS 2.9826254844665527
[2023-03-23 16:47:52,538][new_worker_lincls][INFO] - LOSS ITEM 2.9826254844665527
[2023-03-23 16:47:52,566][new_worker_lincls][INFO] - LOSS 2.9750518798828125
[2023-03-23 16:47:52,566][new_worker_lincls][INFO] - LOSS ITEM 2.9750518798828125
[2023-03-23 16:47:52,595][new_worker_lincls][INFO] - LOSS 3.003633499145508
[2023-03-23 16:47:52,595][new_worker_lincls][INFO] - LOSS ITEM 3.003633499145508
[2023-03-23 16:47:52,622][new_worker_lincls][INFO] - LOSS 3.0137271881103516
[2023-03-23 16:47:52,623][new_worker_lincls][INFO] - LOSS ITEM 3.0137271881103516
[2023-03-23 16:47:52,650][new_worker_lincls][INFO] - LOSS 3.029390811920166
[2023-03-23 16:47:52,650][new_worker_lincls][INFO] - LOSS ITEM 3.029390811920166
[2023-03-23 16:47:52,678][new_worker_lincls][INFO] - LOSS 2.975663661956787
[2023-03-23 16:47:52,678][new_worker_lincls][INFO] - LOSS ITEM 2.975663661956787
[2023-03-23 16:47:52,705][new_worker_lincls][INFO] - LOSS 2.9947752952575684
[2023-03-23 16:47:52,706][new_worker_lincls][INFO] - LOSS ITEM 2.9947752952575684
[2023-03-23 16:47:52,733][new_worker_lincls][INFO] - LOSS 2.9623007774353027
[2023-03-23 16:47:52,733][new_worker_lincls][INFO] - LOSS ITEM 2.9623007774353027
[2023-03-23 16:47:52,761][new_worker_lincls][INFO] - LOSS 3.018533706665039
[2023-03-23 16:47:52,761][new_worker_lincls][INFO] - LOSS ITEM 3.018533706665039
[2023-03-23 16:47:52,764][new_worker_lincls][INFO] - Epoch: [0][ 90/500]	Time  0.028 ( 0.063)	Data  0.001 ( 0.033)	Loss 3.0185e+00 (3.3512e+00)	Acc@1   9.00 (  7.51)	Acc@5  30.00 ( 31.91)
[2023-03-23 16:47:52,790][new_worker_lincls][INFO] - LOSS 2.9577460289001465
[2023-03-23 16:47:52,790][new_worker_lincls][INFO] - LOSS ITEM 2.9577460289001465
[2023-03-23 16:47:52,817][new_worker_lincls][INFO] - LOSS 2.988497734069824
[2023-03-23 16:47:52,817][new_worker_lincls][INFO] - LOSS ITEM 2.988497734069824
[2023-03-23 16:47:52,844][new_worker_lincls][INFO] - LOSS 2.9650652408599854
[2023-03-23 16:47:52,844][new_worker_lincls][INFO] - LOSS ITEM 2.9650652408599854
[2023-03-23 16:47:52,872][new_worker_lincls][INFO] - LOSS 2.9815661907196045
[2023-03-23 16:47:52,872][new_worker_lincls][INFO] - LOSS ITEM 2.9815661907196045
[2023-03-23 16:47:52,900][new_worker_lincls][INFO] - LOSS 2.968602180480957
[2023-03-23 16:47:52,901][new_worker_lincls][INFO] - LOSS ITEM 2.968602180480957
[2023-03-23 16:47:52,929][new_worker_lincls][INFO] - LOSS 2.9760684967041016
[2023-03-23 16:47:52,929][new_worker_lincls][INFO] - LOSS ITEM 2.9760684967041016
[2023-03-23 16:47:52,957][new_worker_lincls][INFO] - LOSS 2.9251646995544434
[2023-03-23 16:47:52,957][new_worker_lincls][INFO] - LOSS ITEM 2.9251646995544434
[2023-03-23 16:47:52,984][new_worker_lincls][INFO] - LOSS 2.9762439727783203
[2023-03-23 16:47:52,985][new_worker_lincls][INFO] - LOSS ITEM 2.9762439727783203
[2023-03-23 16:47:53,015][new_worker_lincls][INFO] - LOSS 2.967041254043579
[2023-03-23 16:47:53,015][new_worker_lincls][INFO] - LOSS ITEM 2.967041254043579
[2023-03-23 16:47:53,043][new_worker_lincls][INFO] - LOSS 3.0044777393341064
[2023-03-23 16:47:53,043][new_worker_lincls][INFO] - LOSS ITEM 3.0044777393341064
[2023-03-23 16:47:53,046][new_worker_lincls][INFO] - Epoch: [0][100/500]	Time  0.028 ( 0.060)	Data  0.001 ( 0.030)	Loss 3.0045e+00 (3.3136e+00)	Acc@1   1.00 (  7.60)	Acc@5  43.00 ( 32.98)
[2023-03-23 16:47:53,072][new_worker_lincls][INFO] - LOSS 2.9779610633850098
[2023-03-23 16:47:53,072][new_worker_lincls][INFO] - LOSS ITEM 2.9779610633850098
[2023-03-23 16:47:53,099][new_worker_lincls][INFO] - LOSS 2.9428272247314453
[2023-03-23 16:47:53,100][new_worker_lincls][INFO] - LOSS ITEM 2.9428272247314453
[2023-03-23 16:47:53,127][new_worker_lincls][INFO] - LOSS 2.972806453704834
[2023-03-23 16:47:53,127][new_worker_lincls][INFO] - LOSS ITEM 2.972806453704834
[2023-03-23 16:47:53,155][new_worker_lincls][INFO] - LOSS 2.943829298019409
[2023-03-23 16:47:53,155][new_worker_lincls][INFO] - LOSS ITEM 2.943829298019409
[2023-03-23 16:47:53,182][new_worker_lincls][INFO] - LOSS 2.950197696685791
[2023-03-23 16:47:53,183][new_worker_lincls][INFO] - LOSS ITEM 2.950197696685791
[2023-03-23 16:47:53,210][new_worker_lincls][INFO] - LOSS 2.9497122764587402
[2023-03-23 16:47:53,211][new_worker_lincls][INFO] - LOSS ITEM 2.9497122764587402
[2023-03-23 16:47:53,239][new_worker_lincls][INFO] - LOSS 2.9335646629333496
[2023-03-23 16:47:53,239][new_worker_lincls][INFO] - LOSS ITEM 2.9335646629333496
[2023-03-23 16:47:53,267][new_worker_lincls][INFO] - LOSS 2.937323570251465
[2023-03-23 16:47:53,267][new_worker_lincls][INFO] - LOSS ITEM 2.937323570251465
[2023-03-23 16:47:53,295][new_worker_lincls][INFO] - LOSS 2.9394397735595703
[2023-03-23 16:47:53,295][new_worker_lincls][INFO] - LOSS ITEM 2.9394397735595703
[2023-03-23 16:47:53,323][new_worker_lincls][INFO] - LOSS 2.9428155422210693
[2023-03-23 16:47:53,323][new_worker_lincls][INFO] - LOSS ITEM 2.9428155422210693
[2023-03-23 16:47:53,326][new_worker_lincls][INFO] - Epoch: [0][110/500]	Time  0.028 ( 0.057)	Data  0.001 ( 0.027)	Loss 2.9428e+00 (3.2807e+00)	Acc@1   9.00 (  7.86)	Acc@5  41.00 ( 33.85)
[2023-03-23 16:47:53,352][new_worker_lincls][INFO] - LOSS 2.886852502822876
[2023-03-23 16:47:53,352][new_worker_lincls][INFO] - LOSS ITEM 2.886852502822876
[2023-03-23 16:47:53,379][new_worker_lincls][INFO] - LOSS 2.9272382259368896
[2023-03-23 16:47:53,379][new_worker_lincls][INFO] - LOSS ITEM 2.9272382259368896
[2023-03-23 16:47:53,407][new_worker_lincls][INFO] - LOSS 2.957676410675049
[2023-03-23 16:47:53,407][new_worker_lincls][INFO] - LOSS ITEM 2.957676410675049
[2023-03-23 16:47:53,435][new_worker_lincls][INFO] - LOSS 2.9035239219665527
[2023-03-23 16:47:53,435][new_worker_lincls][INFO] - LOSS ITEM 2.9035239219665527
[2023-03-23 16:47:53,463][new_worker_lincls][INFO] - LOSS 2.968977689743042
[2023-03-23 16:47:53,463][new_worker_lincls][INFO] - LOSS ITEM 2.968977689743042
[2023-03-23 16:47:53,491][new_worker_lincls][INFO] - LOSS 2.899247169494629
[2023-03-23 16:47:53,491][new_worker_lincls][INFO] - LOSS ITEM 2.899247169494629
[2023-03-23 16:47:53,519][new_worker_lincls][INFO] - LOSS 2.9712579250335693
[2023-03-23 16:47:53,520][new_worker_lincls][INFO] - LOSS ITEM 2.9712579250335693
[2023-03-23 16:47:53,547][new_worker_lincls][INFO] - LOSS 2.913800001144409
[2023-03-23 16:47:53,548][new_worker_lincls][INFO] - LOSS ITEM 2.913800001144409
[2023-03-23 16:47:53,575][new_worker_lincls][INFO] - LOSS 2.8868625164031982
[2023-03-23 16:47:53,575][new_worker_lincls][INFO] - LOSS ITEM 2.8868625164031982
[2023-03-23 16:47:53,608][new_worker_lincls][INFO] - LOSS 2.898077964782715
[2023-03-23 16:47:53,609][new_worker_lincls][INFO] - LOSS ITEM 2.898077964782715
[2023-03-23 16:47:53,612][new_worker_lincls][INFO] - Epoch: [0][120/500]	Time  0.034 ( 0.055)	Data  0.001 ( 0.025)	Loss 2.8981e+00 (3.2510e+00)	Acc@1  11.00 (  8.12)	Acc@5  49.00 ( 34.75)
[2023-03-23 16:47:53,637][new_worker_lincls][INFO] - LOSS 2.943995475769043
[2023-03-23 16:47:53,638][new_worker_lincls][INFO] - LOSS ITEM 2.943995475769043
[2023-03-23 16:47:53,665][new_worker_lincls][INFO] - LOSS 2.9461488723754883
[2023-03-23 16:47:53,665][new_worker_lincls][INFO] - LOSS ITEM 2.9461488723754883
[2023-03-23 16:47:53,692][new_worker_lincls][INFO] - LOSS 2.9339706897735596
[2023-03-23 16:47:53,693][new_worker_lincls][INFO] - LOSS ITEM 2.9339706897735596
[2023-03-23 16:47:53,720][new_worker_lincls][INFO] - LOSS 2.9192795753479004
[2023-03-23 16:47:53,720][new_worker_lincls][INFO] - LOSS ITEM 2.9192795753479004
[2023-03-23 16:47:53,748][new_worker_lincls][INFO] - LOSS 2.9124295711517334
[2023-03-23 16:47:53,748][new_worker_lincls][INFO] - LOSS ITEM 2.9124295711517334
[2023-03-23 16:47:53,775][new_worker_lincls][INFO] - LOSS 2.9166388511657715
[2023-03-23 16:47:53,775][new_worker_lincls][INFO] - LOSS ITEM 2.9166388511657715
[2023-03-23 16:47:53,803][new_worker_lincls][INFO] - LOSS 2.8626604080200195
[2023-03-23 16:47:53,803][new_worker_lincls][INFO] - LOSS ITEM 2.8626604080200195
[2023-03-23 16:47:53,831][new_worker_lincls][INFO] - LOSS 2.8643875122070312
